ORPHA:58	Alexander disease
ORPHA:404451	FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome
ORPHA:411986	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome
ORPHA:453533	Polyendocrine-polyneuropathy syndrome
ORPHA:457205	Infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome
ORPHA:453499	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome
ORPHA:453510	Congenital insensitivity to pain with severe intellectual disability
ORPHA:447980	19p13.3 microduplication syndrome
ORPHA:447997	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome
ORPHA:444072	Cerebellar-facial-dental syndrome
ORPHA:444077	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
ORPHA:363523	Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome
ORPHA:363528	Intellectual disability-strabismus syndrome
ORPHA:363611	CTCF-related neurodevelopmental disorder
ORPHA:363659	20q11.2 microduplication syndrome
ORPHA:536532	Classical-like Ehlers-Danlos syndrome type 2
ORPHA:536545	Kyphoscoliotic Ehlers-Danlos syndrome
ORPHA:536471	Spondylodysplastic Ehlers-Danlos syndrome
ORPHA:536516	Myopathic Ehlers-Danlos syndrome
ORPHA:326	Congenital factor V deficiency
ORPHA:760	Purine nucleoside phosphorylase deficiency
ORPHA:2968	Leukocyte adhesion deficiency
ORPHA:51890	Anterior cutaneous nerve entrapment syndrome
ORPHA:1302	Cryptogenic organizing pneumonia
ORPHA:3202	Dehydrated hereditary stomatocytosis
ORPHA:357225	Primary non-essential cutis verticis gyrata
ORPHA:363444	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome
ORPHA:370010	Intellectual disability-facial dysmorphism-hand anomalies syndrome
ORPHA:369837	Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome
ORPHA:2953	Musculocontractural Ehlers-Danlos syndrome
ORPHA:370022	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome
ORPHA:137675	Histiocytoid cardiomyopathy
ORPHA:230851	Cardiac-valvular Ehlers-Danlos syndrome
ORPHA:369891	Developmental delay-facial dysmorphism syndrome due to MED13L deficiency
ORPHA:466768	Autosomal dominant Charcot-Marie-Tooth disease type 2Z
ORPHA:35909	Combined deficiency of factor V and factor VIII
ORPHA:3299	Tetanus
ORPHA:31202	Melioidosis
ORPHA:707	Plague
ORPHA:31205	Rat-bite fever
ORPHA:31204	Nocardiosis
ORPHA:364577	Intellectual disability-brachydactyly-Pierre Robin syndrome
ORPHA:79493	Brooke-Spiegler syndrome
ORPHA:330064	Chronic actinic dermatitis
ORPHA:331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency
ORPHA:275555	Preeclampsia
ORPHA:289504	Combined malonic and methylmalonic acidemia
ORPHA:464329	Kaposiform lymphangiomatosis
ORPHA:1190	Atelosteogenesis type I
ORPHA:398124	Neonatal lupus erythematosus
ORPHA:399180	Secondary non-traumatic avascular necrosis
ORPHA:468631	Microcephalic cortical malformations-short stature due to RTTN deficiency
ORPHA:329224	Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome
ORPHA:324540	Aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome
ORPHA:319675	Microcephalic primordial dwarfism, Dauber type
ORPHA:264580	Glycogen storage disease due to liver phosphorylase kinase deficiency
ORPHA:268810	Isolated posterior meningocele
ORPHA:352490	Autism spectrum disorder due to AUTS2 deficiency
ORPHA:2038	Pulmonary arteriovenous malformation
ORPHA:83454	Glomuvenous malformation
ORPHA:90647	Jervell and Lange-Nielsen syndrome
ORPHA:414	Gyrate atrophy of choroid and retina
ORPHA:1930	Herpes simplex virus encephalitis
ORPHA:1945	Rolandic epilepsy
ORPHA:292	Congenital enterovirus infection
ORPHA:371428	Multicentric osteolysis-nodulosis-arthropathy spectrum
ORPHA:1546	Cryptococcosis
ORPHA:2552	Microsporidiosis
ORPHA:91547	Relapsing fever
ORPHA:357175	Short ulna-dysmorphism-hypotonia-intellectual disability syndrome
ORPHA:357001	19p13.13 microdeletion syndrome
ORPHA:356996	ANK3-related intellectual disability-sleep disturbance syndrome
ORPHA:84064	Syndromic diarrhea
ORPHA:86816	Congenital analbuminemia
ORPHA:99147	Acquired von Willebrand syndrome
ORPHA:621	Hereditary methemoglobinemia
ORPHA:3203	Overhydrated hereditary stomatocytosis
ORPHA:293725	Blepharophimosis-intellectual disability syndrome, Verloes type
ORPHA:300305	11p15.4 microduplication syndrome
ORPHA:300573	Polymicrogyria due to TUBB2B mutation
ORPHA:313781	20p13 microdeletion syndrome
ORPHA:284417	Phosphoserine aminotransferase deficiency, infantile/juvenile form
ORPHA:289266	Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation
ORPHA:289483	Intellectual disability-alacrima-achalasia syndrome
ORPHA:293707	Blepharophimosis-intellectual disability syndrome, MKB type
ORPHA:254519	Kagami-Ogata syndrome
ORPHA:261323	21q22.11q22.12 microdeletion syndrome
ORPHA:263410	Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome
ORPHA:280384	Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome
ORPHA:93320	Ulnar hemimelia
ORPHA:3003	Pyknoachondrogenesis
ORPHA:96148	Distal deletion 10q
ORPHA:93322	Tibial hemimelia
ORPHA:217563	Neonatal acute respiratory distress due to SP-B deficiency
ORPHA:216694	Congenitally corrected transposition of the great arteries
ORPHA:95455	Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum
ORPHA:314575	Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome
ORPHA:313947	2q23.1 microduplication syndrome
ORPHA:319171	Distal 17p13.1 microdeletion syndrome
ORPHA:314679	Cerebrofacioarticular syndrome
ORPHA:2583	Mycetoma
ORPHA:509	Leptospirosis
ORPHA:247598	Neonatal intrahepatic cholestasis due to citrin deficiency
ORPHA:93397	Brachydactyly type A7
ORPHA:26791	Multiple acyl-CoA dehydrogenase deficiency
ORPHA:30391	Isolated biliary atresia
ORPHA:397941	MAN1B1-CDG
ORPHA:443811	PGM3-CDG
ORPHA:370930	XYLT1-CDG
ORPHA:329178	Congenital muscular dystrophy with intellectual disability and severe epilepsy
ORPHA:363417	Temtamy preaxial brachydactyly syndrome
ORPHA:280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16
ORPHA:324737	SRD5A3-CDG
ORPHA:263508	COG1-CDG
ORPHA:280071	ALG11-CDG
ORPHA:263487	COG5-CDG
ORPHA:163665	Spondyloepiphyseal dysplasia tarda, Kohn type
ORPHA:95428	COG8-CDG
ORPHA:206559	POMT2-related limb-girdle muscular dystrophy R14
ORPHA:254516	Temple syndrome
ORPHA:250972	Polymicrogyria with optic nerve hypoplasia
ORPHA:247262	Hyperphosphatasia-intellectual disability syndrome
ORPHA:352675	X-linked Charcot-Marie-Tooth disease type 6
ORPHA:319671	Alazami syndrome
ORPHA:228426	Syndromic multisystem autoimmune disease due to Itch deficiency
ORPHA:221120	Pseudoaminopterin syndrome
ORPHA:217017	Zechi-Ceide syndrome
ORPHA:209905	Brain-lung-thyroid syndrome
ORPHA:477774	Combined oxidative phosphorylation defect type 27
ORPHA:468699	SLC39A8-CDG
ORPHA:169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta
ORPHA:169154	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency
ORPHA:101096	Aregenerative anemia
ORPHA:79159	Isobutyryl-CoA dehydrogenase deficiency
ORPHA:105	Atresia of urethra
ORPHA:237	Duplication of urethra
ORPHA:725	Continuous spikes and waves during sleep
ORPHA:26792	Short chain acyl-CoA dehydrogenase deficiency
ORPHA:35710	Glucose-galactose malabsorption
ORPHA:43116	Serotonin syndrome
ORPHA:45452	Idiopathic neonatal atrial flutter
ORPHA:79237	Galactokinase deficiency
ORPHA:79239	Classic galactosemia
ORPHA:65250	Perineural cyst
ORPHA:47159	Proximal renal tubular acidosis
ORPHA:51608	Generalized arterial calcification of infancy
ORPHA:53035	Caroli disease
ORPHA:60026	Pulmonary nodular lymphoid hyperplasia
ORPHA:18	Distal renal tubular acidosis
ORPHA:2088	Fanconi-Bickel syndrome
ORPHA:135	CACH syndrome
ORPHA:1018	X-linked Alport syndrome-diffuse leiomyomatosis
ORPHA:2260	Oligomeganephronia
ORPHA:157215	Hereditary hypophosphatemic rickets with hypercalciuria
ORPHA:1183	Opsoclonus-myoclonus syndrome
ORPHA:3337	Primary Fanconi renotubular syndrome
ORPHA:3348	Tracheobronchopathia osteochondroplastica
ORPHA:1929	Rasmussen subacute encephalitis
ORPHA:73	Gorham-Stout disease
ORPHA:3008	Pyruvate carboxylase deficiency
ORPHA:465	Congenital plasminogen activator inhibitor type 1 deficiency
ORPHA:79433	Oculocutaneous albinism type 3
ORPHA:2302	Asbestos intoxication
ORPHA:1708	Mosaic trisomy 16
ORPHA:3467	Hereditary xanthinuria
ORPHA:2369	Limb body wall complex
ORPHA:2524	Pontocerebellar hypoplasia type 2
ORPHA:90289	Localized scleroderma
ORPHA:1445	Ring chromosome 21 syndrome
ORPHA:2843	Pentosuria
ORPHA:1578	Pterin-4 alpha-carbinolamine dehydratase deficiency
ORPHA:1724	Mosaic trisomy 20
ORPHA:3243	Sweet syndrome
ORPHA:89936	X-linked hypophosphatemia
ORPHA:3269	Congenital radioulnar synostosis
ORPHA:90291	Systemic sclerosis
ORPHA:576283	SATB2-associated syndrome due to a pathogenic variant
ORPHA:251028	SATB2-associated syndrome due to a chromosomal rearrangement
ORPHA:177910	Prader-Willi syndrome due to imprinting mutation
ORPHA:177907	Prader-Willi syndrome due to translocation
ORPHA:231137	Silver-Russell syndrome due to 7p11.2p13 microduplication
ORPHA:397590	Silver-Russell syndrome due to a point mutation
ORPHA:231147	Silver-Russell syndrome due to maternal uniparental disomy of chromosome 11
ORPHA:96182	Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7
ORPHA:284	Alveolar echinococcosis
ORPHA:3392	Tularemia
ORPHA:231144	Silver-Russell syndrome due to 11p15 microduplication
ORPHA:231140	Silver-Russell syndrome due to an imprinting defect of 11p15
ORPHA:308552	Glycogen storage disease due to acid maltase deficiency, infantile onset
ORPHA:365	Glycogen storage disease due to acid maltase deficiency
ORPHA:1560	Cysticercosis
ORPHA:99939	Autosomal dominant Charcot-Marie-Tooth disease type 2E
ORPHA:99950	Charcot-Marie-Tooth disease type 4D
ORPHA:158668	Ectodermal dysplasia-skin fragility syndrome
ORPHA:79399	Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form
ORPHA:101085	Charcot-Marie-Tooth disease type 1F
ORPHA:137667	Capillary malformation-arteriovenous malformation
ORPHA:99642	Spondyloepimetaphyseal dysplasia, Handigodu type
ORPHA:99802	Hemimegalencephaly
ORPHA:199241	Pulmonary capillary hemangiomatosis
ORPHA:206569	Immune-mediated necrotizing myopathy
ORPHA:210272	Mal de débarquement
ORPHA:89838	Autosomal recessive generalized epidermolysis bullosa simplex
ORPHA:101046	Autosomal dominant epilepsy with auditory features
ORPHA:141091	Polyrrhinia
ORPHA:167635	Scleromyxedema
ORPHA:171929	Trisomy 10p
ORPHA:94088	Hereditary renal hypouricemia
ORPHA:93101	Renal hypoplasia
ORPHA:97360	Robinow syndrome
ORPHA:95706	Non-syndromic posterior hypospadias
ORPHA:314652	Variant ABeta2M amyloidosis
ORPHA:99734	Myotonia fluctuans
ORPHA:92050	Congenital tufting enteropathy
ORPHA:93126	Pauci-immune glomerulonephritis
ORPHA:3115	Roussy-Lévy syndrome
ORPHA:435387	Autosomal dominant Charcot-Marie-Tooth disease type 2Y
ORPHA:99050	Abnormal origin of right or left pulmonary artery from the aorta
ORPHA:98960	Thiel-Behnke corneal dystrophy
ORPHA:98784	Autosomal dominant nocturnal frontal lobe epilepsy
ORPHA:98964	Lattice corneal dystrophy type I
ORPHA:101077	X-linked Charcot-Marie-Tooth disease type 3
ORPHA:101076	X-linked Charcot-Marie-Tooth disease type 2
ORPHA:85128	Bothnia retinal dystrophy
ORPHA:506	Leigh syndrome
ORPHA:83450	Regional odontodysplasia
ORPHA:83597	Acute disseminated encephalomyelitis
ORPHA:79345	Brachytelephalangic chondrodysplasia punctata
ORPHA:79445	Pseudopseudohypoparathyroidism
ORPHA:79255	GM1 gangliosidosis type 1
ORPHA:79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
ORPHA:91500	Tubulointerstitial nephritis and uveitis syndrome
ORPHA:90283	Lupus erythematosus tumidus
ORPHA:90658	Charcot-Marie-Tooth disease type 1E
ORPHA:90003	Inflammatory pseudotumor of the liver
ORPHA:90117	Hereditary motor and sensory neuropathy, Okinawa type
ORPHA:87884	Non-syndromic genetic deafness
ORPHA:89938	Bartter syndrome type 4
ORPHA:71273	Renal nutcracker syndrome
ORPHA:70593	Immunodeficiency due to selective anti-polysaccharide antibody deficiency
ORPHA:69665	Intrahepatic cholestasis of pregnancy
ORPHA:35069	Infantile neuroaxonal dystrophy
ORPHA:157850	Pantothenate kinase-associated neurodegeneration
ORPHA:66529	Tako-Tsubo cardiomyopathy
ORPHA:65683	Isolated focal cortical dysplasia
ORPHA:64745	Pruritic urticarial papules and plaques of pregnancy
ORPHA:79151	Acrokeratosis verruciformis of Hopf
ORPHA:1867	Hereditary bullous dystrophy, macular type
ORPHA:79148	Elastosis perforans serpiginosa
ORPHA:79144	Isolated congenital onychodysplasia
ORPHA:75565	Tropical endomyocardial fibrosis
ORPHA:75382	Oguchi disease
ORPHA:71505	Cancer-associated retinopathy
ORPHA:447788	Cerebral visual impairment
ORPHA:411696	Proton-pump inhibitor-responsive esophageal eosinophilia
ORPHA:95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
ORPHA:449291	Symptomatic form of fragile X syndrome in female carriers
ORPHA:79263	Infantile neuronal ceroid lipofuscinosis
ORPHA:79262	Adult neuronal ceroid lipofuscinosis
ORPHA:168486	Congenital neuronal ceroid lipofuscinosis
ORPHA:79264	Juvenile neuronal ceroid lipofuscinosis
ORPHA:352540	Oncogenic osteomalacia
ORPHA:331235	Selective IgM deficiency
ORPHA:363549	Acute encephalopathy with biphasic seizures and late reduced diffusion
ORPHA:353253	Burning mouth syndrome
ORPHA:364055	Severe early-childhood-onset retinal dystrophy
ORPHA:363558	New-onset refractory status epilepticus
ORPHA:398147	Persistent idiopathic facial pain
ORPHA:398063	Refractory celiac disease
ORPHA:449427	IgG4-related pachymeningitis
ORPHA:293381	Epithelial recurrent erosion dystrophy
ORPHA:293603	Congenital hereditary endothelial dystrophy type II
ORPHA:319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency
ORPHA:293812	Fixed drug eruption
ORPHA:294975	Congenital absence of upper arm and forearm with hand present
ORPHA:324636	Autoerythrocyte sensitization syndrome
ORPHA:329967	Intermittent hydrarthrosis
ORPHA:1465	Coffin-Siris syndrome
ORPHA:2152	Mowat-Wilson syndrome
ORPHA:2614	Nail-patella syndrome
ORPHA:2044	Floating-Harbor syndrome
ORPHA:72	Angelman syndrome
ORPHA:261197	Proximal 16p11.2 microdeletion syndrome
ORPHA:449400	IgG4-related aortitis
ORPHA:449395	IgG4-related kidney disease
ORPHA:1215	Autosomal dominant optic atrophy plus syndrome
ORPHA:70	Proximal spinal muscular atrophy
ORPHA:845	Tay-Sachs disease
ORPHA:3006	Pyridoxine-dependent epilepsy
ORPHA:99798	Oligodontia
ORPHA:2745	Opitz GBBB syndrome
ORPHA:909	Cerebrotendinous xanthomatosis
ORPHA:59	Allan-Herndon-Dudley syndrome
ORPHA:90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency
ORPHA:90794	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
ORPHA:90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency
ORPHA:289494	4H leukodystrophy
ORPHA:99027	Adult-onset autosomal dominant leukodystrophy
ORPHA:2822	Autosomal recessive spastic paraplegia type 11
ORPHA:733	Familial adenomatous polyposis
ORPHA:1942	Myoclonic-astatic epilepsy
ORPHA:228360	CLN5 disease
ORPHA:98820	Familial focal epilepsy with variable foci
ORPHA:99949	Charcot-Marie-Tooth disease type 4C
ORPHA:139399	Adrenomyeloneuropathy
ORPHA:284388	Reversible cerebral vasoconstriction syndrome
ORPHA:284454	Acute zonal occult outer retinopathy
ORPHA:98818	Landau-Kleffner syndrome
ORPHA:261183	15q11.2 microdeletion syndrome
ORPHA:90790	Congenital lipoid adrenal hyperplasia due to STAR deficency
ORPHA:221074	Marchiafava-Bignami disease
ORPHA:158681	Epidermolysis bullosa simplex with circinate migratory erythema
ORPHA:158684	Epidermolysis bullosa simplex with pyloric atresia
ORPHA:276435	Lower motor neuron syndrome with late-adult onset
ORPHA:2363	Lacrimoauriculodentodigital syndrome
ORPHA:221098	Glossopharyngeal neuralgia
ORPHA:247245	Superficial siderosis
ORPHA:573278	Split cord malformation
ORPHA:540	Familial hemophagocytic lymphohistiocytosis
ORPHA:570422	Galactose mutarotase deficiency
ORPHA:572333	Blepharophimosis-ptosis-epicanthus inversus syndrome plus
ORPHA:2334	Autosomal dominant keratitis
ORPHA:249	Fibrous dysplasia of bone
ORPHA:322	Exstrophy-epispadias complex
ORPHA:57	Glycogen storage disease due to aldolase A deficiency
ORPHA:239	Dyggve-Melchior-Clausen disease
ORPHA:567548	Idiopathic steroid-resistant nephrotic syndrome
ORPHA:1427	Otospondylomegaepiphyseal dysplasia
ORPHA:1159	Progressive pseudorheumatoid arthropathy of childhood
ORPHA:284426	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
ORPHA:566943	Mueller-Weiss syndrome
ORPHA:567546	Idiopathic steroid-sensitive nephrotic syndrome with secondary steroid resistance
ORPHA:567544	Idiopathic non-lupus full-house nephropathy
ORPHA:98849	Systemic mastocytosis with associated hematologic neoplasm
ORPHA:98850	Aggressive systemic mastocytosis
ORPHA:90797	Partial androgen insensitivity syndrome
ORPHA:99429	Complete androgen insensitivity syndrome
ORPHA:564003	Osteochondrosis of the metatarsal bone
ORPHA:565612	Primary triglyceride deposit cardiomyovasculopathy
ORPHA:226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function
ORPHA:98848	Indolent systemic mastocytosis
ORPHA:555874	Congenital tricuspid valve dysplasia
ORPHA:555905	IgA pemphigus
ORPHA:562639	Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome
ORPHA:563991	Osteochondrosis of the tarsal bone
ORPHA:90674	Isolated thyroid-stimulating hormone deficiency
ORPHA:99832	Resistance to thyrotropin-releasing hormone syndrome
ORPHA:542643	Livedoid vasculopathy
ORPHA:544482	Infection-related hemolytic uremic syndrome
ORPHA:95717	Idiopathic congenital hypothyroidism
ORPHA:95716	Familial thyroid dyshormonogenesis
ORPHA:90673	Hypothyroidism due to TSH receptor mutations
ORPHA:542592	Necrobiosis lipoidica
ORPHA:542323	CAR T cell therapy-associated cytokine release syndrome
ORPHA:530838	KRT1-related diffuse nonepidermolytic keratoderma
ORPHA:521219	Mirizzi syndrome
ORPHA:505395	Ventilator-induced diaphragmatic dysfunction
ORPHA:498359	Aquagenic palmoplantar keratoderma
ORPHA:494424	Extracranial carotid artery aneurysm
ORPHA:488191	Female infertility due to oocyte meiotic arrest
ORPHA:88643	Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome
ORPHA:480520	Caroli syndrome
ORPHA:477781	Primary condylar hyperplasia
ORPHA:468726	Severe primary trimethylaminuria
ORPHA:466650	Exercise-induced malignant hyperthermia
ORPHA:464343	Catastrophic antiphospholipid syndrome
ORPHA:464370	Neonatal alloimmune neutropenia
ORPHA:457083	Isolated splenogonadal fusion
ORPHA:464321	Multifocal lymphangioendotheliomatosis-thrombocytopenia syndrome
ORPHA:449432	IgG4-related submandibular gland disease
ORPHA:449563	IgG4-related ophthalmic disease
ORPHA:85408	Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis
ORPHA:95715	Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies
ORPHA:85410	Oligoarticular juvenile idiopathic arthritis
ORPHA:85438	Enthesitis-related juvenile idiopathic arthritis
ORPHA:101330	Porphyria cutanea tarda
ORPHA:1947	Progressive epilepsy-intellectual disability syndrome, Finnish type
ORPHA:100924	Porphyria due to ALA dehydratase deficiency
ORPHA:95159	Hepatoerythropoietic porphyria
ORPHA:168491	Late infantile neuronal ceroid lipofuscinosis
ORPHA:79277	Congenital erythropoietic porphyria
ORPHA:548	Leprosy
ORPHA:3385	African trypanosomiasis
ORPHA:466677	Scorpion envenomation
ORPHA:330050	DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect
ORPHA:810	Shigellosis
ORPHA:863	Trichinellosis
ORPHA:67	Amoebiasis due to Entamoeba histolytica
ORPHA:533	Listeriosis
ORPHA:297	Tick-borne encephalitis
ORPHA:173	Cholera
ORPHA:781	Q fever
ORPHA:2035	Lymphatic filariasis
ORPHA:1163	Aspergillosis
ORPHA:68	Amoebiasis due to free-living amoebae
ORPHA:244	Primary ciliary dyskinesia
ORPHA:1304	Brucellosis
ORPHA:178320	Acute lung injury
ORPHA:70587	Infant acute respiratory distress syndrome
ORPHA:74	Angiostrongyliasis
ORPHA:97292	Cardiogenic shock
ORPHA:454836	Avian influenza
ORPHA:191	Cockayne syndrome
ORPHA:363700	Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion
ORPHA:449280	Scedosporiosis
ORPHA:723	Pneumocystosis
ORPHA:63	Alport syndrome
ORPHA:182	Chromomycosis
ORPHA:400	Cystic echinococcosis
ORPHA:3111	Rotor syndrome
ORPHA:821	Sotos syndrome
ORPHA:287	Classical Ehlers-Danlos syndrome
ORPHA:36234	Bacterial toxic-shock syndrome
ORPHA:778	Rett syndrome
ORPHA:273	Steinert myotonic dystrophy
ORPHA:2912	Poliomyelitis
ORPHA:550	MELAS
ORPHA:31825	Methanol poisoning
ORPHA:395	Homocystinuria due to methylene tetrahydrofolate reductase deficiency
ORPHA:90068	Cocaine intoxication
ORPHA:31826	Ethylene glycol poisoning
ORPHA:330015	Lead poisoning
ORPHA:324625	Chikungunya
ORPHA:731	Autosomal recessive polycystic kidney disease
ORPHA:448237	Zika virus disease
ORPHA:512	Metachromatic leukodystrophy
ORPHA:892	Von Hippel-Lindau disease
ORPHA:99103	Atrial septal defect, ostium secundum type
ORPHA:485421	MFF-related encephalopathy due to mitochondrial and peroxisomal fission defect
ORPHA:99104	Atrial septal defect, coronary sinus type
ORPHA:99105	Atrial septal defect, sinus venosus type
ORPHA:99106	Atrial septal defect, ostium primum type
ORPHA:94065	15q24 microdeletion syndrome
ORPHA:500166	SIN3A-related intellectual disability syndrome due to a point mutation
ORPHA:90060	Diffuse alveolar hemorrhage
ORPHA:90062	Acute liver failure
ORPHA:90064	Acute peripheral arterial occlusion
ORPHA:90065	Acquired aneurysmal subarachnoid hemorrhage
ORPHA:399	Huntington disease
ORPHA:652	Multiple endocrine neoplasia type 1
ORPHA:637	Full NF2-related schwannomatosis
ORPHA:391673	Necrotizing enterocolitis
ORPHA:411527	Central retinal vein occlusion
ORPHA:94059	Uremic pruritus
ORPHA:528	Congenital generalized lipodystrophy
ORPHA:2686	Cyclic neutropenia
ORPHA:306	Benign familial infantile epilepsy
ORPHA:25	Glutaryl-CoA dehydrogenase deficiency
ORPHA:3095	Atypical Rett syndrome
ORPHA:1856	Spondyloperipheral dysplasia-short ulna syndrome
ORPHA:2909	Rothmund-Thomson syndrome
ORPHA:750	Pseudoachondroplasia
ORPHA:740	Hutchinson-Gilford progeria syndrome
ORPHA:220386	Semilobar holoprosencephaly
ORPHA:353281	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion
ORPHA:353284	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency
ORPHA:93926	Midline interhemispheric variant of holoprosencephaly
ORPHA:93925	Alobar holoprosencephaly
ORPHA:93924	Lobar holoprosencephaly
ORPHA:353277	Rubinstein-Taybi syndrome due to CREBBP mutations
ORPHA:811	Shwachman-Diamond syndrome
ORPHA:49382	Achromatopsia
ORPHA:79273	Hereditary coproporphyria
ORPHA:438213	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome
ORPHA:31709	Infantile convulsions and choreoathetosis
ORPHA:261552	Mowat-Wilson syndrome due to a ZEB2 point mutation
ORPHA:363741	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome
ORPHA:261537	Mowat-Wilson syndrome due to monosomy 2q22
ORPHA:280195	Septopreoptic holoprosencephaly
ORPHA:280679	Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome
ORPHA:398069	MAGEL2-related Prader-Willi-like syndrome
ORPHA:557003	Oculoskeletodental syndrome
ORPHA:221139	Combined immunodeficiency with facio-oculo-skeletal anomalies
ORPHA:544503	RNF13-related severe early-onset epileptic encephalopathy
ORPHA:556955	Pancreatic agenesis-holoprosencephaly syndrome
ORPHA:79404	Severe generalized junctional epidermolysis bullosa
ORPHA:456312	Infantile multisystem neurologic-endocrine-pancreatic disease
ORPHA:562	McCune-Albright syndrome
ORPHA:124	Diamond-Blackfan anemia
ORPHA:228302	Carnitine palmitoyl transferase II deficiency, myopathic form
ORPHA:167	Chédiak-Higashi syndrome
ORPHA:228308	Carnitine palmitoyl transferase II deficiency, neonatal form
ORPHA:157	Carnitine palmitoyltransferase II deficiency
ORPHA:125	Bloom syndrome
ORPHA:228305	Carnitine palmitoyl transferase II deficiency, severe infantile form
ORPHA:73263	Zygomycosis
ORPHA:36238	Staphylococcal necrotizing pneumonia
ORPHA:83313	Boutonneuse fever
ORPHA:79139	Japanese encephalitis
ORPHA:215	Congenital stationary night blindness
ORPHA:653	Multiple endocrine neoplasia type 2
ORPHA:699	Pearson syndrome
ORPHA:524	Li-Fraumeni syndrome
ORPHA:136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy
ORPHA:569	Familial or sporadic hemiplegic migraine
ORPHA:64	Alström syndrome
ORPHA:1170	Autosomal recessive cerebelloparenchymal disorder type 3
ORPHA:228119	Fusariosis
ORPHA:228123	Coccidioidomycosis
ORPHA:411703	Pulmonary non-tuberculous mycobacterial infection
ORPHA:1949	Benign familial neonatal epilepsy
ORPHA:2309	Pachyonychia congenita
ORPHA:485	Kniest dysplasia
ORPHA:2388	Choreoacanthocytosis
ORPHA:2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome
ORPHA:1187	Lethal ataxia with deafness and optic atrophy
ORPHA:174	Metaphyseal chondrodysplasia, Schmid type
ORPHA:1826	Frontometaphyseal dysplasia
ORPHA:2148	Lissencephaly type 1 due to doublecortin gene mutation
ORPHA:466950	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation
ORPHA:90321	Cockayne syndrome type 1
ORPHA:284169	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion
ORPHA:464311	Intellectual disability syndrome due to a DYRK1A point mutation
ORPHA:90322	Cockayne syndrome type 2
ORPHA:391641	Feingold syndrome type 1
ORPHA:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type
ORPHA:94068	Spondyloepiphyseal dysplasia congenita
ORPHA:89843	Dystrophic epidermolysis bullosa pruriginosa
ORPHA:90349	Autosomal recessive cutis laxa type 1
ORPHA:89842	Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form
ORPHA:93308	Multiple epiphyseal dysplasia type 1
ORPHA:93311	Multiple epiphyseal dysplasia type 5
